Price (dollars),Length of Course (hours),Visibility (# views),Quiz Grade (average),"Surveys, Talleys, and Workbooks (percent)",Completed Quizzes (percent),Engagement Score,Teacher Comments (average),Number of Users,Certificates (percent),Collaborations (average),Discount (dollars),Graded Assessment (percent),Not-Graded Assessment (percent),Content (percent),External (percent),Interactive (percent),Company Rating (average),Company Administrators (percent),Company Instructors (percent),Company Learners (percent),companyid_words,courseid_num,Uses SCORM (yes/no),Milestone Course (yes/no),Engagement Bins
45,23.23361111,147,78,0,50,81,0,4186,0.525561395,0,0,37.7,0,62.3,0,0,88,25,25,50,screen,34488,0,1,High
45,7.725833333,89,66,0,50,80,0,1151,1.216333623,0,0,45.2,0,54.8,0,0,88,25,25,50,screen,34144,0,1,High
45,19.69888889,150,77,0,50,81,0,2442,1.146601147,0,0,49.3,0,50.7,0,0,88,25,25,50,screen,47151,0,1,High
0,0.046388889,7,89,50,50,90,0,5,0,0,0,0,0,100,0,0,88,25,25,50,screen,24182,0,0,High
45,14.89416667,176,79,0,50,88,0,1157,2.074330164,0,0,26.9,0,73.1,0,0,88,25,25,50,screen,30817,0,1,High
0,2.463888889,22,89,50,50,75,0,18,0,0,0,0,0,100,0,0,88,25,25,50,screen,45528,0,0,High
0,0.016944444,6,89,50,50,66,0,6,0,0,0,0,0,100,0,0,88,25,25,50,screen,13897,0,0,High
45,6.973333333,73,74,0,50,86,0,702,3.276353276,0,0,48.8,0,51.2,0,0,88,25,25,50,screen,13697,0,1,High
79.97,68.03138889,154,69,0,50,49,0,9,11.11111111,0,0,87.7,0,9.6,0,2.6,88,25,25,50,screen,19441,0,0,Low
45,10.81333333,107,70,0,50,81,0,10540,0.132827324,0,0,60.9,0,39.1,0,0,88,25,25,50,screen,46231,0,1,High
45,10.20111111,87,85,0,50,79,0,3587,0.473933649,0,0,40.1,0,59.9,0,0,88,25,25,50,screen,33353,0,1,High
45,17.59611111,82,62,0,50,74,0,1816,0.881057269,0,0,39,0,61,0,0,88,25,25,50,screen,37575,0,1,High
45,5.298333333,79,78,0,50,84,0,1768,0.56561086,0,0,43.9,0,56.1,0,0,88,25,25,50,screen,37391,0,1,High
0,0.444166667,9,89,50,50,93,0,8,0,0,0,0,0,100,0,0,88,25,25,50,screen,3215,0,0,High
0,0.005555556,2,89,50,50,1,0,6,0,0,0,0,0,100,0,0,90,66.7,33.3,0,second,20682,0,0,Low
0,0.010555556,5,89,50,50,25,1,4,0,0,0,0,0,80,0,20,90,66.7,33.3,0,second,22942,0,0,Low
0,0.356111111,4,50,33.3,66.7,8,1,5,0,0,0,0,75,25,0,0,90,66.7,33.3,0,second,16395,0,0,Low
0,0.975277778,22,89,100,0,21,1,5,0,0,0,0,17.6,52.9,0,29.4,90,66.7,33.3,0,second,8654,0,0,Low
0,0.435833333,23,50,50,50,85,1,8,0,0,0,4.3,0,56.5,0,39.1,90,66.7,33.3,0,second,4436,0,0,High
0,8.3325,209,89,50,50,17,1,5,0,0,0,0,5.2,58.8,0,36,96,50,25,25,sediment,40725,0,0,Low
0,32.4,520,88,0,50,43,1,10,0,0,0,7.5,6.1,52.5,0,33.9,96,50,25,25,sediment,12351,0,0,Low
0,2.748888889,85,89,50,50,90,0,5,0,0,0,0,0,64.6,0,35.4,96,50,25,25,sediment,29698,0,0,High
0,12.45666667,260,89,50,50,97,0,16,0,0,0,0,0,68.2,0,31.8,96,50,25,25,sediment,4439,0,0,High
0,0.036666667,1,89,50,50,50,0,1,0,0,0,0,0,100,0,0,96,50,25,25,sediment,30033,0,0,High
0,60.02222222,1696,96,50,50,71,0,5,0,0,0,4.8,12,80.7,0,2.5,96,50,25,25,sediment,47619,0,0,High
199,24.74055556,787,99,50,50,79,0,13,0,0,0,1.4,8.6,80.3,0,9.7,96,50,25,25,sediment,44196,0,0,High
0,103.2261111,2689,97,50,50,76,0,18,0,0,0,5.5,10.2,81.6,0,2.6,96,50,25,25,sediment,23889,0,0,High
0,44.53083333,1318,89,57.2,42.9,46,0,29,0,0,0,6.4,11.3,80.5,0,1.7,96,50,25,25,sediment,40119,0,1,Low
49.99,31.35194444,2132,97,50,50,50,0,50,8,0,0.136646,0.5,1.1,98.4,0,0,96,50,25,25,sediment,6849,0,0,High
895,0.731388889,14,50,50,25,12,0,5,0,0,0,7.1,14.3,50,7.1,21.4,96,50,25,25,sediment,17495,0,0,Low
0,4.190555556,195,89,50,50,73,0,28,0,0,0,0,0,75.9,0,24.1,96,50,25,25,sediment,44272,0,1,High
0,9.612222222,184,84,33.3,50,32,1,9,0,0,0,10.7,7.7,46.4,0,35.2,96,50,25,25,sediment,15081,0,0,Low
0,19.02388889,364,89,50,50,31,1,10,0,0,0,0,3.3,51.4,0,45.3,96,50,25,25,sediment,3480,0,0,Low
0,26.06416667,526,84,33.3,33.3,37,1,8,0,0,0,6.4,7.1,48.4,0,38.1,96,50,25,25,sediment,9549,0,0,Low
0,0.163611111,2,100,33.3,66.7,50,0,5,60,0,0,66.7,25,8.3,0,0,90,40,20,40,selections,25493,0,1,High
0,2.913055556,132,89,50,50,28,0,5,0,0,0,0,0,7.5,92.5,0,90,40,20,40,selections,15666,1,0,Low
1,0.213611111,42,86,0,100,71,0,7,28.57142857,0,0,9.7,0,80.6,0,9.7,90,40,20,40,selections,28667,0,1,High
0,3.117222222,77,73,0,50,86,0,36,44.44444444,0,0,47,0,53,0,0,98,33.3,0,66.7,share,43865,0,0,High
0,0.881388889,24,100,0,100,60,0,6,16.66666667,0,0,14.3,0,57.1,0,28.6,98,33.3,0,66.7,share,27446,0,0,High
0,4.174166667,77,81,0,100,70,0,42,33.33333333,0,0,44.9,0,55.1,0,0,98,33.3,0,66.7,share,31305,0,0,High
0,0.818055556,32,95,0,100,22,0,7,0,0,0,15.6,0,53.1,0,31.2,98,33.3,0,66.7,share,45267,0,0,Low
0,6.895,97,78,0,50,96,0,25,52,0,0,33,0,37.9,0,29.1,98,33.3,0,66.7,share,4156,0,0,High
0,21.68666667,488,64,0,50,65,0,45,26.66666667,0,0,13.2,0,47.8,0,39,98,33.3,0,66.7,share,24295,0,0,High
0,7.1325,155,65,0,50,72,0,59,40.6779661,0,0,41.7,0,58.3,0,0,98,33.3,0,66.7,share,4791,0,0,High
0,4.361388889,66,82,0,100,93,0,29,44.82758621,0,0,45.1,0,54.9,0,0,98,33.3,0,66.7,share,7194,0,0,High
0,7.605277778,121,75,0,50,88,0,34,44.11764706,0,0,30.5,0,37.4,0,32.1,98,33.3,0,66.7,share,32026,0,0,High
0,0.289444444,8,100,0,100,66,0,5,0,0,0,27.3,0,36.4,0,36.4,98,33.3,0,66.7,share,19291,0,0,High
0,17.73694444,205,80,0,100,73,0,69,39.13043478,0,0,25.1,0,46.1,0,28.8,98,33.3,0,66.7,share,41630,0,0,High
0,15.08805556,115,73,0,50,79,0,54,38.88888889,0,0,47.8,0,52.2,0,0,98,33.3,0,66.7,share,7121,0,0,High
0,7.505,121,71,0,50,68,0,34,35.29411765,0,0,50,0,50,0,0,98,33.3,0,66.7,share,48731,0,0,High
0,5.891111111,126,79,0,50,71,0,55,36.36363636,0,0,44,0,56,0,0,98,33.3,0,66.7,share,46030,0,0,High
0,3.750833333,48,73,0,50,90,0,23,78.26086957,0,0,47.1,0,52.9,0,0,98,33.3,0,66.7,share,39817,0,0,High
0,2.1025,83,65,0,50,50,0,12,0,0,0,4.8,0,74.7,0,20.5,98,33.3,33.3,33.3,shops,5724,0,1,High
0,0.594444444,24,89,50,50,56,0,8,0,1,0,0,0,95.8,0,4.2,98,33.3,33.3,33.3,shops,43760,0,0,High
0,0.308611111,3,89,50,50,60,0,7,0,0,0,0,0,100,0,0,98,33.3,33.3,33.3,shops,48732,0,1,High
0,0.003888889,1,89,50,50,66,0,5,0,0,0,0,0,100,0,0,98,33.3,33.3,33.3,shops,10885,0,1,High
0,21.155,651,86,33.3,33.3,47,1,20,0,0,0,10.2,0,55.5,0.6,33.7,98,33.3,33.3,33.3,shops,5601,0,1,Low
0,3.998611111,122,91,0,50,68,0,11,0,0,0,4.3,0,64.5,12.1,19.1,98,33.3,33.3,33.3,shops,10484,0,0,High
0,3.5975,66,89,50,50,50,1,11,0,0,0,0,0,24.2,28.8,47,98,33.3,33.3,33.3,shops,16978,0,1,High
0,0.118888889,10,87,0,50,60,0,5,0,0,0,30,0,70,0,0,98,33.3,33.3,33.3,shops,34681,0,0,High
0,0.492777778,19,89,50,50,72,0,6,0,0,0,0,0,36.8,0,63.2,98,33.3,33.3,33.3,shops,10704,0,0,High
0,1.038055556,22,89,50,50,37,1,10,0,0,0,0,0,27.3,45.5,27.3,98,33.3,33.3,33.3,shops,46486,0,1,Low
0,1.574166667,34,89,50,50,43,1,15,0,0,0,0,0,29.4,47.1,23.5,98,33.3,33.3,33.3,shops,31756,0,1,Low
1297,0.373055556,13,89,50,50,28,0,5,0,0,11.936666,0,0,100,0,0,90,50,0,50,shorts,30536,0,0,Low
347,0.944444444,60,100,0,50,12,0,8,0,0,0,13.6,0,84.7,0,1.7,90,50,0,50,shorts,22201,0,0,Low
497,0.001388889,3,67,0,100,37,0,4,0,0,0,0,0,100,0,0,90,50,0,50,shorts,7662,0,0,Low
30,0.155,13,100,50,25,28,1,14,0,0,0,0,22.2,77.8,0,0,93,33.3,33.3,33.3,sidewalks,7480,0,1,Low
0,0.009722222,3,89,50,50,50,1,3,0,0,0,0,0,0,0,100,93,33.3,33.3,33.3,sidewalks,30992,0,0,High
20,0.218055556,12,89,50,50,24,0,10,0,0,0,0,0,100,0,0,93,33.3,33.3,33.3,sidewalks,8697,0,1,Low
0,0.001111111,1,89,50,50,20,0,1,0,0,0,100,0,0,0,0,93,33.3,33.3,33.3,sidewalks,29480,0,0,Low
0,0.0175,5,89,50,50,50,0,5,0,0,0,0,0,100,0,0,93,33.3,33.3,33.3,sidewalks,3552,0,0,High
0,0.002777778,4,100,0,50,16,0,1,0,0,0,50,0,50,0,0,93,33.3,33.3,33.3,sidewalks,21612,0,0,Low
500,0.0725,2,89,50,50,16,0,4,0,0,0,50,0,0,0,50,93,33.3,33.3,33.3,sidewalks,35068,0,0,Low
30,0.556944444,28,83,50,75,28,0,8,0,0,0,57.1,0,32.1,10.7,0,93,33.3,33.3,33.3,sidewalks,14109,0,0,Low
0,0.002777778,2,89,50,0,50,0,1,0,0,0,0,0,50,50,0,93,33.3,33.3,33.3,sidewalks,27830,0,1,High
0,0.159722222,10,89,50,50,33,0,5,0,0,0,0,0,50,50,0,90,40,20,40,sight,30521,0,0,Low
0,1.586111111,23,89,50,50,72,0,11,63.63636364,0,0,0,0,50,50,0,90,40,20,40,sight,1891,1,0,High
0,2.592777778,96,89,50,50,73,0,55,63.63636364,0,0,0,0,59.9,40.1,0,90,40,20,40,sight,16102,1,0,High
0,3.270833333,97,89,50,50,66,0,46,56.52173913,0,0,0,0,57.3,42.7,0,90,40,20,40,sight,22023,1,0,High
0,196.43,4742,89,50,50,87,0,1378,82.94629898,0,0,0,0,53.5,46.5,0,90,40,20,40,sight,15052,1,0,High
0,1.836388889,70,89,50,50,87,0,34,85.29411765,0,0,0,0,58.6,41.4,0,90,40,20,40,sight,15895,1,0,High
0,3.695277778,127,89,50,50,69,0,48,60.41666667,0,0,0,0,55.7,44.3,0,90,40,20,40,sight,4111,1,0,High
0,0.4875,12,89,50,50,45,0,5,40,0,0,0,0,60,40,0,90,40,20,40,sight,4103,1,0,Low
0,0.306944444,13,89,50,50,62,0,7,71.42857143,0,0,0,0,63.2,36.8,0,90,40,20,40,sight,30548,1,0,High
0,0.06,6,89,50,50,50,0,3,33.33333333,0,0,0,0,0,100,0,90,40,20,40,sight,14046,0,0,High
0,75.35277778,2286,89,50,50,86,0,740,81.08108108,0,0,0,0,58,42,0,90,40,20,40,sight,44138,1,0,High
0,3.570555556,183,89,50,50,94,0,56,96.42857143,0,0,0,0,62.7,37.3,0,90,40,20,40,sight,16882,1,0,High
0,0.092222222,5,89,50,50,38,0,10,20,0,0,0,0,55.6,44.4,0,90,40,20,40,sight,36471,1,0,Low
0,0.430833333,21,89,50,50,59,0,5,60,0,0,0,0,50,50,0,90,40,20,40,sight,45216,1,0,High
0,3916.309722,41490,89,50,50,81,0,10198,74.2694646,0,0,0,0,49.8,50.2,0,90,40,20,40,sight,16487,1,0,High
895,0.956388889,23,89,50,50,39,0,1,0,0,0,0,0,60.9,0,39.1,92,100,0,0,silk,49289,0,0,Low
0,0.133888889,10,100,0,100,33,0,3,0,0,0,20,0,80,0,0,92,100,0,0,silk,2421,0,1,Low
0,0.486944444,25,89,0,0,77,0,13,0,0,0,0,0,100,0,0,92,100,0,0,silk,28377,0,1,High
0,0.066111111,6,25,0,50,58,0,8,0,0,0,50,0,50,0,0,92,100,0,0,silk,25760,0,1,High
0,0,3,100,100,50,27,0,16,0,0,0,0,0,100,0,0,90,33.3,0,66.7,sip,1895,0,0,Low
0,1.643333333,124,100,100,50,32,0,6,0,0,0,0,12.7,87.3,0,0,90,33.3,0,66.7,sip,42748,0,0,Low
0,14.82638889,988,100,100,50,43,0,29,0,0,0,0,30.5,69.5,0,0,90,33.3,0,66.7,sip,36170,0,0,Low
0,0.204166667,23,89,50,50,95,0,6,0,0,0,0,0,100,0,0,100,50,0,50,sirs,37982,0,0,High
0,1.265833333,75,89,50,50,72,0,6,0,0,0,0,0,100,0,0,100,50,0,50,sirs,4281,0,0,High
0,0.670833333,24,89,50,50,89,0,5,0,0,0,0,0,100,0,0,100,50,0,50,sirs,1435,0,0,High
0,2.363055556,113,100,66.7,33.3,69,0,7,0,0,0,0,5.5,94.5,0,0,100,50,0,50,sirs,4165,0,0,High
0,0.157777778,14,89,50,50,75,0,3,0,0,0,0,0,100,0,0,100,50,0,50,sirs,14252,0,0,High
0,0.081944444,13,89,50,50,66,0,4,0,0,0,0,0,100,0,0,100,50,0,50,sirs,13917,0,0,High
0,0.158333333,11,89,50,50,75,0,4,0,0,0,0,0,100,0,0,100,50,0,50,sirs,8437,0,0,High
0,0.210833333,8,89,50,50,89,0,3,0,0,0,0,0,100,0,0,100,50,0,50,sirs,3577,0,0,High
0,3.261388889,8,100,100,50,87,0,1,0,0,0,0,75,25,0,0,100,50,0,50,sirs,26748,0,1,High
0,2.513055556,86,100,100,50,52,0,5,0,0,0,0,11.4,88.6,0,0,100,50,0,50,sirs,18965,0,0,High
0,2.391111111,67,100,100,50,75,0,6,0,0,0,0,10.6,89.4,0,0,100,50,0,50,sirs,33795,0,0,High
150,1.765833333,25,90,50,100,66,0,7,85.71428571,0,0,30.8,26.9,0,42.3,0,91,33.3,0,66.7,sisters,21159,0,0,High
750,0.146388889,10,89,50,50,56,0,15,0,0,3.75,0,0,100,0,0,91,33.3,0,66.7,sisters,9197,0,0,High
300,4.174722222,29,92,33.3,66.7,60,0,10,30,0,0,20.7,44.8,34.5,0,0,91,33.3,0,66.7,sisters,45353,0,0,High
50,152.1991667,1694,83,33.3,50,89,0,83,27.71084337,0,0,44.1,5.4,50.5,0,0,91,33.3,0,66.7,sisters,13256,0,0,High
0,1.895833333,45,89,50,50,36,1,8,0,0,0,0,0,0,0,100,91,33.3,0,66.7,sisters,4760,0,0,Low
0,0.752222222,49,89,50,50,46,1,15,0,0,0,0,0,0,0,100,91,33.3,0,66.7,sisters,44322,0,0,Low
250,7.471666667,63,90,50,100,83,0,14,64.28571429,0,0,19,17.5,27,36.5,0,91,33.3,0,66.7,sisters,33970,0,0,High
50,18.70944444,263,87,40,40,20,0,93,6.451612903,0,0,11.4,14.9,73.7,0,0,91,33.3,0,66.7,sisters,44211,0,0,Low
50,2.061388889,53,90,50,50,33,0,8,37.5,0,0,29.2,6.2,64.6,0,0,91,33.3,0,66.7,sisters,33995,0,0,Low
300,4.669722222,68,93,33.3,66.7,88,0,11,9.090909091,0,0,25,16.2,58.8,0,0,91,33.3,0,66.7,sisters,43725,0,0,High
50,0.827222222,11,93,50,100,66,0,2,100,0,0,18.2,18.2,63.6,0,0,91,33.3,0,66.7,sisters,14134,0,0,High
100,13.01583333,279,91,50,50,91,0,25,80,0,0,13.6,13.3,73.1,0,0,91,33.3,0,66.7,sisters,34425,0,0,High
450,24.75194444,8,91,33.3,50,95,0,27,85.18518519,0,0,27.7,20.4,51.8,0,0,91,33.3,0,66.7,sisters,32401,0,0,High
150,8.379166667,114,88,33.3,100,90,0,22,0,0,0,19.3,18.4,62.3,0,0,91,33.3,0,66.7,sisters,6911,0,0,High
150,63.64722222,478,85,50,50,69,0,10,0,0,0,25.6,7.7,53.8,12.8,0,91,33.3,0,66.7,sisters,12721,0,0,High
0,3.458055556,226,75,0,100,95,0,10,0,0,0,6.5,0,73,0,20.5,88,33.3,0,66.7,site,19470,0,0,High
0,1.6975,154,59,0,50,39,0,4,0,0,0,3.8,0,81,0,15.2,88,33.3,0,66.7,site,2389,0,0,Low
0,0.131111111,24,72,0,50,33,0,2,0,0,0,0,0,83.3,0,16.7,88,33.3,0,66.7,site,32547,0,0,Low
0,8.221111111,535,89,0,33.3,23,0,9,0,0,0,3.4,0,39.1,39.4,18.1,88,33.3,0,66.7,site,26834,0,0,Low
0,0,1,89,50,50,46,0,2,0,0,0,0,0,100,0,0,88,33.3,0,66.7,site,43492,0,0,Low
0,2.216111111,139,90,0,100,23,0,5,0,0,0,3.6,0,85.6,0,10.8,88,33.3,0,66.7,site,7614,0,0,Low
0,0.304722222,26,55,33.3,50,65,0,5,0,0,0,30.8,26.9,42.3,0,0,88,33.3,0,66.7,site,36574,0,0,High
250000,6.3825,391,85,0,50,26,0,49,0,0,0,13.6,0,83.2,0,3.3,88,33.3,0,66.7,site,48505,0,0,Low
0,4.873611111,320,70,0,50,73,0,8,0,0,0,2.3,0,83.8,0,13.9,88,33.3,0,66.7,site,23348,0,0,High
1000,7.023888889,282,77,40,60,40,0,15,0,0,0,12.2,0.2,84,0,3.7,88,33.3,0,66.7,site,19096,0,0,Low
0,5.401944444,560,81,0,50,68,0,7,0,0,0,6.7,0,78.8,0,14.5,88,33.3,0,66.7,site,3486,0,0,High
0,13.30166667,786,75,0,100,73,0,9,0,0,0,0.4,0,84.1,0,15.5,88,33.3,0,66.7,site,43803,0,0,High
0,12.76888889,637,68,0,50,36,0,7,0,0,0,5.7,0,85.2,0,9.1,88,33.3,0,66.7,site,17664,0,0,Low
0,0.050833333,28,70,0,100,51,0,4,0,0,0,0,0,75.8,3,21.2,88,33.3,0,66.7,site,31354,0,0,High
0,0.071388889,1,57,0,50,66,0,2,0,0,0,100,0,0,0,0,100,50,0,50,skeleton,47498,0,1,High
0,0.002777778,1,89,50,50,50,0,1,0,0,0,0,0,100,0,0,100,50,0,50,skeleton,11036,0,0,High
0,0.015555556,10,89,50,50,55,0,2,0,0,0,0,0,50,0,50,100,50,0,50,skeleton,26757,0,1,High
300,0,1,89,100,0,2,0,2,0,0,0,0,0,100,0,0,100,50,0,50,skeleton,3300,0,1,Low
49.99,0,3,89,50,50,2,0,2,0,0,0,0,0,100,0,0,100,50,0,50,sleep,34285,0,0,Low
19.99,0.142222222,7,89,50,50,30,0,5,0,0,0,0,0,100,0,0,100,50,0,50,sleep,4623,0,0,Low
0,0,1,89,50,50,50,0,2,0,0,0,0,0,100,0,0,100,50,0,50,sleep,2940,0,0,High
49.99,0.388888889,17,89,50,50,17,0,6,0,0,0,0,0,61.9,33.3,4.8,100,50,0,50,sleep,18150,0,0,Low
19.99,0.0125,5,89,50,50,14,0,3,0,0,0,0,0,100,0,0,100,50,0,50,sleep,28271,0,0,Low
34.99,0.001388889,2,89,50,50,9,0,11,0,0,0,0,0,100,0,0,100,50,0,50,sleep,100,0,0,Low
14.99,0.013611111,7,89,50,50,6,0,4,0,0,0,0,0,100,0,0,100,50,0,50,sleep,48614,0,0,Low
0,0.002777778,1,89,50,50,50,0,3,0,0,0,0,0,100,0,0,100,50,0,50,sleep,22141,0,0,High
49.99,0.003888889,1,89,100,0,6,0,4,0,0,0,0,0,100,0,0,100,50,0,50,sleep,43982,0,0,Low
19.99,0.198611111,4,89,50,50,9,0,1,0,0,0,0,0,100,0,0,100,50,0,50,sleep,5078,0,0,Low
24.99,0.001944444,2,89,50,50,3,0,3,0,0,0,0,0,0,100,0,100,50,0,50,sleep,21485,0,0,Low
0,1.248333333,83,96,66.6,50,48,0,7,0,0,0,8.4,28.9,34.9,8.4,19.3,68,40,20,40,socket,35387,0,0,Low
0,14.92722222,406,76,0,50,70,1,9,0,0,0,11.3,0,44.4,0,44.4,68,40,20,40,socket,19123,0,0,High
0,62.28722222,3262,89,50,50,66,0,49,0,0,0,6.9,46.7,32.5,6.7,7.2,68,40,20,40,socket,9514,0,0,High
0,5.615277778,333,93,71.5,42.9,59,0,11,0,0,0,6.2,23.9,36.2,7.2,26.5,68,40,20,40,socket,39765,0,0,High
0,9.829722222,568,92,50,50,55,0,25,0,0,0,11,25.9,37.4,10.9,14.8,68,40,20,40,socket,45227,0,0,High
0,2.459722222,67,71,50,50,44,0,7,0,0,0,6.1,29.8,40.4,13.2,10.5,68,40,20,40,socket,43064,0,0,Low
0,0.246666667,29,90,50,50,13,0,8,0,0,0,3.4,27.6,17.2,3.4,48.3,68,40,20,40,socket,34364,0,0,Low
0,0.004444444,1,100,50,25,26,0,2,0,0,0,0,0,0,0,100,68,40,20,40,socket,8660,0,0,Low
0,7.195277778,540,89,50,50,49,0,23,0,0,0,8.4,33.7,38.6,8.1,11.2,68,40,20,40,socket,40403,0,0,Low
0,5.57,489,90,50,50,56,0,14,0,0,0,9,36.5,36.3,8.2,10,68,40,20,40,socket,13905,0,0,High
0,20.00472222,733,89,50,50,46,0,24,0,0,0,7.4,36.6,37.6,8.8,9.6,68,40,20,40,socket,24611,0,0,Low
0,3.383611111,6,85,71.5,42.9,22,1,6,0,0,0,0,46.2,46.2,0,7.7,68,40,20,40,socket,49306,0,0,Low
0,1.5,71,80,50,50,32,0,9,0,0,0,8.6,22.9,25.7,22.9,20,68,40,20,40,socket,9165,0,0,Low
0,0,2,66,50,25,51,0,2,0,0,0,0,0,0,0,100,68,40,20,40,socket,24094,0,0,High
0,14.20277778,827,92,71.5,42.9,50,1,20,0,0,0,9.4,29.3,40.6,10.4,10.3,68,40,20,40,socket,46239,0,0,High
0,2.203333333,7,89,50,50,58,0,5,0,0,0,0,0,100,0,0,97,33.3,0,66.7,sod,48376,0,0,High
299,26.13944444,932,96,60,40,42,0,12,0,0,1.695,1.2,9.7,68.3,0,20.8,97,33.3,0,66.7,sod,44133,0,0,Low
0,10.05944444,441,89,50,50,30,0,17,0,0,0,0,0,100,0,0,97,33.3,0,66.7,sod,43177,0,0,Low
2400,229.7666667,7054,86,50,50,12,1,48,0,1,4.881379,3,1.4,70.5,0,25.1,97,33.3,0,66.7,sod,36674,0,0,Low
399,6.585277778,456,90,66.6,50,56,0,6,0,0,1.9925,0.7,12.7,69.3,0,17.3,97,33.3,0,66.7,sod,16075,0,0,High
99.95,102.2566667,2036,84,33.3,50,17,0,29,0,0,0.49975,12.4,0.8,72.4,0,14.4,92,40,20,40,soft,45627,0,0,Low
0,2.141388889,21,100,100,33.3,75,0,12,0,0,0,0,100,0,0,0,92,40,20,40,soft,25693,0,0,High
99.95,6.78,243,69,33.3,50,50,0,2,0,0,0,11.9,0.8,74.5,0,12.8,92,40,20,40,soft,10441,0,0,High
3000,0.716388889,63,84,0,50,25,0,4,0,0,0,7.9,0,74.6,0,17.5,92,40,20,40,soft,45300,0,0,Low
49.95,0.124722222,10,89,50,50,87,0,4,0,0,0,0,0,100,0,0,92,40,20,40,soft,40048,0,0,High
0,0.079166667,11,100,0,50,75,0,4,0,0,0,100,0,0,0,0,92,40,20,40,soft,12031,0,0,High
19.95,33.755,143,75,0,50,44,0,17,0,0,0,100,0,0,0,0,92,40,20,40,soft,1202,0,0,Low
0,0.555833333,34,89,50,50,36,0,4,0,0,0,0,0,0,0,100,92,40,20,40,soft,35772,0,0,Low
99.95,21.77888889,573,88,20,60,77,0,4,0,0,0,19.4,0.9,67.2,0,12.6,92,40,20,40,soft,16715,0,0,High
0,0.383333333,5,89,50,50,50,0,8,0,2,0,0,0,100,0,0,92,40,20,40,soft,46085,0,0,High
29.95,1.392222222,29,77,0,50,34,0,8,0,0,0,9.7,0,83.3,0,6.9,92,40,20,40,soft,42838,0,0,Low
0,10.97305556,440,89,50,50,45,0,27,0,0,0,0,0,0,0,100,92,40,20,40,soft,45508,0,0,Low
0,13.80333333,455,82,0,50,68,0,28,0,0,0,33.3,0,51.6,0,15.1,95,50,0,50,sole,36424,0,0,High
0,10.13611111,252,74,0,50,47,0,28,0,0,0,40.4,0,20.6,0,39,95,50,0,50,sole,23628,0,0,Low
0,14.65972222,403,85,0,50,80,0,28,0,0,0,39.7,0,22.1,0,38.2,95,50,0,50,sole,13090,0,0,High
0,3.946666667,389,89,50,50,92,0,6,0,0,0,0,0,100,0,0,95,50,0,50,sole,5020,0,0,High
0,2.5175,79,89,50,50,95,0,23,0,0,0,0,0,0,100,0,95,50,0,50,sole,34123,0,0,High
0,14.81555556,512,76,0,50,64,0,28,0,0,0,39.9,0,60.1,0,0,95,50,0,50,sole,5783,0,0,High
0,12.64083333,1317,89,0,50,78,0,9,0,0,0,9.2,0,90.8,0,0,95,50,0,50,sole,43242,0,0,High
0,15.58055556,596,82,0,50,67,0,28,0,0,0,30.9,0,14.4,0,54.7,95,50,0,50,sole,27140,0,0,High
0,19.05611111,576,77,0,50,72,0,22,0,0,0,18.6,0,49.8,6.6,25,95,50,0,50,sole,23209,0,0,High
0,14.79583333,401,70,0,50,88,0,28,0,0,0,58.9,0,41.1,0,0,95,50,0,50,sole,8409,0,0,High
0,8.794722222,298,71,0,50,52,0,28,0,0,0,50.5,0,21.8,0,27.7,95,50,0,50,sole,41348,0,0,High
0,13.45333333,400,77,0,50,50,0,28,0,0,0,32.2,0,12,0,55.9,95,50,0,50,sole,42484,0,0,High
0,8.2475,279,81,0,50,81,0,28,0,0,0,56.2,0,43.8,0,0,95,50,0,50,sole,6740,0,0,High
0,5.288333333,174,81,0,50,56,0,28,0,0,0,44.4,0,19.4,0,36.1,95,50,0,50,sole,4443,0,0,High
0,7.970833333,307,78,0,50,62,0,28,0,0,0,41.5,0,18.5,0,39.9,95,50,0,50,sole,18425,0,0,High
0,1.271111111,15,100,50,100,50,0,2,0,0,0,6.7,6.7,86.7,0,0,89,66.7,0,33.3,solenoid,26366,0,0,High
0,0.391388889,39,74,50,100,75,0,5,0,0,0,12.8,7.7,79.5,0,0,89,66.7,0,33.3,solenoid,14279,0,0,High
0,0.869722222,26,77,66.7,66.7,50,0,7,0,0,0,11.5,15.4,73.1,0,0,89,66.7,0,33.3,solenoid,33204,0,0,High
0,5.339444444,180,91,50,50,57,0,23,8.695652174,0,0,6.1,7.2,86.7,0,0,89,66.7,0,33.3,solenoid,8627,0,0,High
0,0.981111111,43,83,50,50,50,0,6,0,0,0,9.3,9.3,81.4,0,0,89,66.7,0,33.3,solenoid,4961,0,0,High
0,3.338333333,102,94,66.7,66.7,50,0,15,6.666666667,0,0,8,11,81,0,0,89,66.7,0,33.3,solenoid,15411,0,0,High
0,0.406666667,30,55,50,100,50,0,4,0,0,0,6.7,6.7,86.7,0,0,89,66.7,0,33.3,solenoid,28466,0,0,High
0,0.670833333,28,81,66.7,66.7,50,0,5,0,0,0,10.7,10.7,78.6,0,0,89,66.7,0,33.3,solenoid,33255,0,0,High
0,0.303888889,23,100,50,100,25,0,4,0,0,0,4.3,4.3,91.3,0,0,89,66.7,0,33.3,solenoid,11546,0,0,Low
0,2.217777778,70,79,66.7,66.7,45,0,12,0,0,0,7.1,12.9,80,0,0,89,66.7,0,33.3,solenoid,43167,0,0,Low
